id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
a44565a1-38e8-4b1d-b006-4caf0b5c8fbf,LOCF,training the <your model> model,,2025-06-06 21:58:40,0.7704861164093018,6.771715998089196e-08,2.66884839401892e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
00c9e52b-e11e-4625-ba81-5b714d9698b8,NOCB,training the <your model> model,,2025-06-06 21:58:47,0.7730233669281006,6.79232292207151e-08,2.676969933078057e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
edfe7dad-c89e-4476-b478-8f09c9c32f4b,Linear Interpolation,training the <your model> model,,2025-06-06 21:58:54,0.793398380279541,6.973035652256006e-08,2.74819189216018e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
fdc762e6-d55d-4d33-83c9-e143ff8ea1c6,Linear Regression,training the <your model> model,,2025-06-06 21:59:01,0.843653678894043,7.447261268926769e-08,2.9350922695256115e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
867d6cbb-8cad-48c3-8330-e21cce35a707,LightGBM,training the <your model> model,N/A,2025-06-06 21:59:09,1.190183162689209,1.068805641318704e-07,4.212344729396037e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
