id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
ba232baa-d314-4886-b206-57209b1fff0c,LOCF,training the <your model> model,,2025-06-06 19:32:47,0.7889156341552734,9.302847116714477e-08,3.66641019709816e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
0b99e8ce-f4a9-4f03-99c1-556ef7688c56,NOCB,training the <your model> model,,2025-06-06 19:32:54,0.7905800342559814,9.298589533803654e-08,3.664732211294095e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
37fcf74f-4bb8-444f-87da-9fa8614f81e7,Linear Interpolation,training the <your model> model,,2025-06-06 19:33:01,0.9027621746063232,1.0708979517630725e-07,4.220590880550068e-08,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
e679864d-4a35-46cc-9582-405fc177f90d,Linear Regression,training the <your model> model,,2025-06-06 19:33:09,32.021199226379395,9.17410373071951e-05,3.615670240039981e-05,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
ed734263-496d-49c2-aecd-fec3a7cc45c9,LightGBM,training the <your model> model,N/A,2025-06-06 19:33:47,81.01689600944519,0.00017216419748419977,6.785283701988035e-05,"AMD Ryzen 5 7530U with Radeon Graphics/1 device(s), TDP:15.0", 0 device(s),Linux,NL/North Holland,0
